NAME,URL,EMAIL,WEBSITE
南澤有限公司,https://www.iyp.com.tw/048818089,nantzer@hotmail.com,
金泉冰品中心-冰塊、冰磚、砂冰、鑽石冰、衛生冰塊、,https://www.iyp.com.tw/034528106,dryice.idea100@gmail.com,http://haolikemall.com/store/dryice/
潔輝實業有限公司(志成餐飲包裝),https://www.iyp.com.tw/073759311,jcgreenpacking@gmail.com,
全合成股份有限公司,https://www.iyp.com.tw/052062101,chang688@so-net.net.tw,http://www.achen.com.tw
明耀化工興業股份有限公司,https://www.iyp.com.tw/035243175,Jackchen715@hotmail.com,http://www.mychemical-tw.com
大華糖行,https://www.iyp.com.tw/0422381631,697liao@gmail.com,http://www.dhsugar.com.tw
冰品原料/傳統糕點/年節食品-東和食品廠,https://www.iyp.com.tw/0422786059,deen1230@gmail.com,https://wholesaler-810.business.site/
"華順工貿有限公司手搖飲料製造商,濃縮果汁,珍珠黑糖",https://www.iyp.com.tw/0424854118,sales.finethingstw@gmail.com,http://www.finethingstw.com
世界最美的茶館-乙盛茗茶,https://www.iyp.com.tw/088685868,ertokm@gmail.com,http://www.acetea.com.tw
一海香食品原料行有限公司,https://www.iyp.com.tw/0423166611-1,yihasi@gmail.com,http://www.yihasi.com.tw
山上之水,https://www.iyp.com.tw/038266699,mtwater.tw@gmail.com,http://www.mtwater.tw
"Bubble tea, Pearl milk te",https://www.iyp.com.tw/047567396-1,auq607@gmail.com,http://www.yuzhanbubbletea.com
"PP,鐡罐,易開罐,寶特瓶飲料代工生產,舜大食品企",https://www.iyp.com.tw/048747912,shuennta@yahoo.com.tw,http://www.shuennta.com
宜芳茶行,https://www.iyp.com.tw/039543537-2,kpdouta@yahoo.com.tw,http://yalewu2005@gmail.com
